8	3	4	5	6	7	8	9	10	
1	0.69959	0.910598	0.843526	0.814066	0.824746	0.797196	0.791492	0.800136	
2	1.30217	0.917629	1.46568	1.25415	1.2546	1.26107	1.27716	1.27426	
3	1.19381	1.64575	1.88351	1.42691	1.65412	1.61562	1.55304	1.53768	
4	2.19107	1.74899	1.73406	1.60031	1.62848	2.12184	1.59435	1.60651	
